epoch,train_loss,val_loss,val_accuracy,val_macro_f1
1,0.9984455604121518,0.9185018270246444,0.5938144329896907,0.24838292367399742
2,0.9023004154609554,0.8779394203616727,0.5958762886597938,0.2625735846074829
3,0.8748472727865839,0.8646833031408249,0.6474226804123712,0.36786211699164345
